date,site,product_name,price_eur,url,stock_status
2026-04-30,amazon.it,370W Elettrico Tritarifiuti da 1 Litro Smaltimento Rifiuti Domestici Tritarifiuti Alimentare,117.0,https://www.amazon.it/s?k=insinkerator+tritarifiuti,unknown
2026-04-30,amazon.it,"BOXOB 3pz FLG-Seal Guarnizione Lavello, Guarnizione Scarico Gomma Premium Senza Stucco per Lavello Cucina Anello Tenuta Ricambio per Insinkerator Sistemi Drenaggio Tritarifiuti(Nero)",11.99,https://www.amazon.it/s?k=insinkerator+tritarifiuti,unknown
2026-04-30,amazon.it,Dissipatore Tritarifiuti Alimentare 1L Home Kitchen Food Waste Processor Disposer Domestico Da Lavello 1000ML 370W 1/2HP 2600 RPM,90.0,https://www.amazon.it/s?k=insinkerator+tritarifiuti,unknown
2026-04-30,amazon.it,Tritarifiuti Raccoglitore di rifiuti per rifiuti Domestici da Cucina Sistema di macinazione dei rifiuti in Acciaio Inossidabile da 2800 Giri/min Adatto per macinare Vari rifiuti Domestici da Cucina (,350.89,https://www.amazon.it/s?k=insinkerator+tritarifiuti,unknown
2026-04-30,amazon.it,Insinkerator 14663 Trituratore stazionario,438.19,https://www.amazon.it/s?k=insinkerator+tritarifiuti,unknown
2026-04-30,amazon.it,"OUKANING Dissipatore di rifiuti Acciaio Inossidabile 1000Ml Avanzi di Cucina Trituratore di rifiuti Trituratore di rifiuti Protezione da sovraccarico, Protezione dal Rumore",117.0,https://www.amazon.it/s?k=insinkerator+tritarifiuti,unknown
2026-04-30,amazon.it,Waste King - Tritarifuti da lavello,194.57,https://www.amazon.it/s?k=insinkerator+tritarifiuti,unknown
2026-04-30,amazon.it,Sostituzione Garbage Disposal Guardia Splash GE per rifiuti King in-Sink-Erator,10.59,https://www.amazon.it/s?k=insinkerator+tritarifiuti,unknown
2026-04-30,amazon.it,Hemobllo Gomma Per Tritarifiuti Alimentari Protezione Anti-spruzzi Di Ricambio Per Tritarifiuti Facile Da Installare E Manutenere,11.09,https://www.amazon.it/s?k=insinkerator+tritarifiuti,unknown
2026-04-30,amazon.it,"Pulsante per lo smaltimento dei rifiuti, pulsante per lo smaltimento dei rifiuti con tubo dell'aria, interruttore superiore del lavandino per lo smaltimento dei rifiuti InSinkErator, argento",20.84,https://www.amazon.it/s?k=insinkerator+tritarifiuti,unknown
2026-04-30,amazon.it,INSINKERATORE CCA-00,161.27,https://www.amazon.it/s?k=insinkerator+tritarifiuti,unknown
2026-04-30,amazon.it,"InSinkErator Disposal Stopper, Accessory, Oil Rubbed Bronze",51.85,https://www.amazon.it/s?k=insinkerator+tritarifiuti,unknown
2026-04-30,amazon.it,Coperchio Antispruzzo Per Dissipatore di Rifiuti in Silicone da 2 Pezzi Coperchio Per Distributore di Rifiuti Compatibile con InSinkErator 87 Mm di Diametro Esterno,22.29,https://www.amazon.it/s?k=insinkerator+tritarifiuti,unknown
2026-04-30,amazon.it,"Tappo Scarico Lavello Multifunzione - Filtro per Spazzatura & Setaccio, Compatibile con Tritarifiuti, Accessorio AntiBlocco per Scarichi Lavello, Dissipatore Rifiuti & Tappo Acqua Universale",16.99,https://www.amazon.it/s?k=insinkerator+tritarifiuti,unknown
2026-04-30,amazon.it,"Tritarifiuti con Raccoglitore di Cibo da 3/4 HP 2800 Giri/min Tritarifiuti da Cucina sottolavello con Spina e Interruttore Wireless - Acciaio Inossidabile, Alta velocità per Una macinazione efficient",127.04,https://www.amazon.it/s?k=insinkerator+tritarifiuti,unknown
2026-04-30,amazon.it,"Trituratore Di Rifiuti Alimentari, Trituratore Di Rifiuti Alimentari Del Lavello, Sistema Di Macinazione Di Rifiuti Alimentari In Cucina, Serve Per Trattare I Residui Alimentari Come Verdure Ecc",70.52,https://www.amazon.it/s?k=insinkerator+tritarifiuti,unknown
2026-04-30,amazon.it,"Tritarifiuti, Raccoglitore di Cibo, 560 W, tritarifiuti Domestici con Interruttore ad Aria, frantoio da Cucina da 1000 ml, macinacaffè in Acciaio Inossidabile",316.24,https://www.amazon.it/s?k=insinkerator+tritarifiuti,unknown
2026-04-30,amazon.it,"VEVOR Tritarifiuti per Lavello da Cucina, 0,559 kW, Sistema di Smaltimento Rifiuti Alimentari in Acciaio Inox, Supporto EZ, 3930 giri/min, con Cavo di Alimentazione Motore CC, Paraspruzzi per la Casa",94.99,https://www.amazon.it/s?k=insinkerator+tritarifiuti,unknown
2026-04-30,amazon.it,"Tritarifiuti Alimentari da 560 W, 3800 R/min, con 7 Livelli di Macinazione e Protezione da Sovratemperatura, Acciaio Inossidabile Serie Titanio, Tritarifiuti con capacità di 1200 Ml",338.81,https://www.amazon.it/s?k=insinkerator+tritarifiuti,unknown
2026-04-30,amazon.it,"VEVOR Pompa Trituratore 350 W Portata 6000 L/h Prevalenza 7 m Pompa Maceratore per Acque Luride con 3 Ingressi Acqua per Cantina, Macchina per lo Smaltimento delle Acque Reflue della Lavanderia",82.9,https://www.amazon.it/s?k=insinkerator+tritarifiuti,unknown
2026-04-30,amazon.it,"VEVOR Pompa Trituratore 700 W Portata max. 9600 L/h Prevalenza 10 m Pompa Maceratore per Acqua con 3 Ingressi Acqua per Cantina, Macchina per Smaltimento delle Acque Reflue della Vasca da Bagno",107.9,https://www.amazon.it/s?k=insinkerator+tritarifiuti,unknown
2026-04-30,amazon.it,"NEWTRY Compattatore per rifiuti, Pressa manuale della spazzatura per bidoni da 120L e 240L, frantumatore di rifiuti strumento di riciclaggio con design salvaspazio per casa, cucina e esterni - Bianco",65.99,https://www.amazon.it/s?k=insinkerator+tritarifiuti,unknown
2026-04-30,amazon.it,"Deflettore Antispruzzo per Tritarifiuti da Cucina, Copertura e Accessorio per Lavello",8.99,https://www.amazon.it/s?k=insinkerator+tritarifiuti,unknown
2026-04-30,amazon.it,"NEWTRY Mini Compattatore di Rifiuti Pressa Manuale per Bidoni a ruote da 60L a 100L, Design Compatto Ideale per Armadi Domestici, Ristoranti e Cestini",54.99,https://www.amazon.it/s?k=insinkerator+tritarifiuti,unknown
2026-04-30,trovaprezzi.it,Insinkerator 71498 - Pezzo di tritarifiuti,37.82,https://www.trovaprezzi.it/goto/879202570?impression=Vzl6eFN4eHZRNFR6eHNPUVlyQmdxVUVTZ29CRHByeHRFUExmclY0MGVVTHN0OXdvblk1SERRPT01&search=aW5zaW5rZXJhdG9yIHRyaXRhcmlmaXV0aQkyMDM1&pos=1&nb_results=4&pc=4&sc=0&tc=16&offer_ss=pc&tr=prezzo,unknown
2026-04-30,trovaprezzi.it,InSinkErator Tritarifiuti Alimentari InSinkErator Power Premium 550 EC,250.0,https://www.trovaprezzi.it/goto/830352453?impression=Vzl6eFN4eHZRNFR6eHNPUVlyQmdxVUVTZ29CRHByeHRFUExmclY0MGVVTHN0OXdvblk1SERRPT01&search=aW5zaW5rZXJhdG9yIHRyaXRhcmlmaXV0aQkyMDM1&pos=2&nb_results=4&pc=4&sc=0&tc=16&offer_ss=pc&tr=prezzo,unknown
2026-04-30,trovaprezzi.it,InSinkErator Tritarifiuti Alimentari InSinkErator Power Premium 700 EC,387.0,https://www.trovaprezzi.it/goto/830352454?impression=Vzl6eFN4eHZRNFR6eHNPUVlyQmdxVUVTZ29CRHByeHRFUExmclY0MGVVTHN0OXdvblk1SERRPT01&search=aW5zaW5rZXJhdG9yIHRyaXRhcmlmaXV0aQkyMDM1&pos=3&nb_results=4&pc=4&sc=0&tc=16&offer_ss=pc&tr=prezzo,unknown
2026-04-30,trovaprezzi.it,InSinkErator Tritarifiuti Alimentari InSinkErator Advanced Evolution Plus 1000 EC,720.0,https://www.trovaprezzi.it/goto/830352452?impression=Vzl6eFN4eHZRNFR6eHNPUVlyQmdxVUVTZ29CRHByeHRFUExmclY0MGVVTHN0OXdvblk1SERRPT01&search=aW5zaW5rZXJhdG9yIHRyaXRhcmlmaXV0aQkyMDM1&pos=4&nb_results=4&pc=4&sc=0&tc=16&offer_ss=pc&tr=prezzo,unknown
2026-04-30,trovaprezzi.it,In Sink Erator Waste Stopper by In-Sink-Erator,19.89,https://www.trovaprezzi.it/goto-secondary/-112?impression=Vzl6eFN4eHZRNFR6eHNPUVlyQmdxVUVTZ29CRHByeHRFUExmclY0MGVVTENjM002dEpHM0FRPT01&offer=NmZpSkdyQ2JkMWo2bHAybmNYMy9FY2xiR3V2bEN0bFo2T3dremlMenMxUjRGYktKZDI1bWhXck9La0U2dUV5aDZ4Rm1ja0FOR0t3L2xrRThvZGxQQklTTHlSaXd0Q29GWmNRYlo1V0d2Yzc0bjRkQ0tydjV0RzlqTUJEZ3F1Uy9nTk9RWVBvbXVzeXhCQTNOM2NyYXBZVjgvQXAvQ3NxU0RnV3JNK09sU1FaQU1JU0h6ZEV5cG1tbE8vSVdEUENOc2NXM0R6eHhwZkxMbFB4S1M1aDM0REJKdVFQYzVyK21ZTTVocTg3UDVYbnNlTzBrZzFiZ0ZBd0dRNHduTVM1VzZEMzN3SjFpU2w4WHRXOVo2aG5rWHp5d1lBQmlPbklrak5uR3JHKzltWk1nVnRjeHo3U2plZjdKbm92OWhCNHNHbStURklNbWVxSVNndUp5ZnZWdHd5Kzl5NHh3ZzBZaw2&offer_ss=tc&pc=4&pos=1&sc=0&tc=16&tr=prezzo,unknown
2026-04-30,trovaprezzi.it,"2Pezzi Deflettore per Lavello con Piastra Antispruzzo per lo Smaltimento dei Rifiuti, Coperchio Antispruzzo per Dissipatore di Rifiuti in Silicone Adatto per InSink-Erator con Diametro Esterno di 87m",20.89,https://www.trovaprezzi.it/goto-secondary/-115?impression=Vzl6eFN4eHZRNFR6eHNPUVlyQmdxVUVTZ29CRHByeHRFUExmclY0MGVVTENjM002dEpHM0FRPT01&offer=NmZpSkdyQ2JkMWo3bXBXY0pvRlcxUnpZM09LRGNKVUM0RmI4L05JVEtnc3RJR3k5aCtFazFualJZK05pSC9ZV3BTbTZFS0tXSWJ6RitlcFRoRDFpdEEvdkZ4VmtNSGdnZGc4anZsZ0p2dy9jVzRjcFV5ZzJ6dGFNd0I1TERmUGR2SlExdnlKa21zNGNhdWh1SUJ0dmJ4eGlpMTY3UmZmZTVYelhyRWRiZk1LYnlheExFck9ETjBYNHJOVi8zZkh0K3ZWK2dEaHcrTnF4UzBwcE5Bb0VDSVVzdE9IbXA3R0d2SDE0aDUyY21OTFVtMEx6ZjRDSm5KYmgzSjM4RlRZSFYyTUZVb25yUTV4TERPNjFlbnJNMGNZUDRGVjRFYTRtRmxFaVV5ampCMDBqWmlSUmVmbTRTS0IzbEdBSGFad3RyY0VyQlN3SFl2Umc1czZJNXNJUUpybG9PaFZKQjdUYWN4U3dIcjY0S0hwaVo0WTJvYlRYN2ZxaG52aXBxQWVldmwyczIxd0VGTUJNR0VNeFB0NjdERXdOK01oejhnZU42QVJvSm9qbUJPSFB2K3grVFJNc052eW5LYkN4RlAxbTdkekJLc0tEcW5aRGx0QWxzOWRMbm1ZTU9SS1lOdWRUdmNRM2tTTGJuSXpoMEVvUnk0aUpxR0paMmRKUC9BNWwxUWdQcFJsbGRNUWEySTNZMUFSTlNMSHVXZ09Lam92ajBqUmFndEFKajFBPQ2&offer_ss=tc&pc=4&pos=2&sc=0&tc=16&tr=prezzo,unknown
2026-04-30,trovaprezzi.it,"Tbest 2 Pezzi Copertura Antischizzi in Silicone per Tritarifiuti Compatibile con InSinkErator, 87mm Diametro Esterno",21.92,https://www.trovaprezzi.it/goto-secondary/-113?impression=Vzl6eFN4eHZRNFR6eHNPUVlyQmdxVUVTZ29CRHByeHRFUExmclY0MGVVTENjM002dEpHM0FRPT01&offer=NmZpSkdyQ2JkMWdYNmhYN212RWN6OWJ6K3hqNndiU2JjcmVjeVZJcWJZdUJXUzlpRmtKK2w3ZnQrQy9BTXd5eVRlNDM0bG91NTVORGcwaU1BNWptMmJyNzcyUU41cTY0VTNZMzhxQ3hBNDlsZmNQcklXdjJjczEySWFMSVBpS251ZFFkdU15Sy9iaUo2WElReFFKaVc0alJGVTREejVkZXBwb1V3a3MxVEtOVXBPWlFaaElOaFhxTit1YVZHWEpCcWdieWpzZEw3d2JoaCsxa2oxOFlOcCtEa3htTHZ4amw0NUkwUjFBaklqQUxPWW1pTEE2Y2gwTnJ6TngxMHE0SVY3dTV2V1p5MHJBU3RGYStUNFFaYVkzTU9RNlFkM1lOY0s3QmRRdUwrZnZ3L3c2QjZuWjdaOUYzeFV2TGxBdTZMTHN0U0FNRVM4Wm5ab1Rud00zSFBGYTZnV2krWHU5QytjSG9kaFVrdXFualRhN3FBRUU0NmFjYmpXQVBFNUkwK2FlYUkxRG5iNGtHaHlYbFNRMDlEa0Q5Q0hZU25NUWY5NjVhSy9Jcm1Bd0RKTWs2Vkd4dFhzc1QxNEN5UGJYbQ2&offer_ss=tc&pc=4&pos=3&sc=0&tc=16&tr=prezzo,unknown
2026-04-30,trovaprezzi.it,Insinkerator 71498 - Pezzo di tritarifiuti,37.82,https://www.trovaprezzi.it/goto-secondary/-110?impression=Vzl6eFN4eHZRNFR6eHNPUVlyQmdxVUVTZ29CRHByeHRFUExmclY0MGVVTENjM002dEpHM0FRPT01&offer=NmZpSkdyQ2JkMWpmOUZXNEl5VDZaUjA1NU8yZWRRVG03MythTW9SbzBDTW8yclIxdGVLTGtXRWNJdGNMaUVSZ2FuZ3FFMmdCNEtvSStZVXBWc3pJRy9Nc3NYcGlnc3hYUU1LdWRKTy9WOGlrakN2K3czWmRmZVgrMmUxT3F1QkhPRmw3OGJLZnFFNC8xVnk4c3pvRkxMbmtJWW8xNU1aS0VRSmMzbHM1alMyQ0pMeFFmZ25XdDNYZ2FnU05majFXM2RXZUNPSUd1OVpES0dVeFdURk10bEtvSVZ4ZnZMcmMrbG1xeHB6dWJKQ2NRQXZ4NDF3UmsxWTFkTXpkNDBLbGw4ajBtSkdQOUNsclBHRnlrVWV3d1NiWjN5VXpKRDRJbGpIdnZQUUVGWGNuT0k4YTFuQ3lGYlc1QWRJNWxKSkR1NnVrN0FyajhoZ1ZTWFp5OUI0aUlaZmdseXdMQ2k0Wg2&offer_ss=tc&pc=4&pos=4&sc=0&tc=16&tr=prezzo,unknown
2026-04-30,trovaprezzi.it,InSinkErator Pulsante di ricambio originale - Interruttore pneumatico per smerigliatrice rifiuti alimentari,53.9,https://www.trovaprezzi.it/goto-secondary/-111?impression=Vzl6eFN4eHZRNFR6eHNPUVlyQmdxVUVTZ29CRHByeHRFUExmclY0MGVVTENjM002dEpHM0FRPT01&offer=NmZpSkdyQ2JkMWl3SVZYREFocFREeTdJSXZnSTNnVWttaG9xRDFKcHFaSk9XUnlQYVMzejE2RElDUW9kc2JYaWlnK3E1Y0pOZjFsNGt0NXZlK1RPazR4d29BRWpUZVZqRk91VUFLU1gzc1c1TG5IWktUVGtNTjV0dms3QTgrZTJpdVg5Z0VTUzRmL2liaFRUaVFDR2t2cnZHbSsyMWdUSnF5ZG9DWDRSMkoyVTFMYjM5M2JNMkM3aW41RTN1QjgyRlJaUm93T2E4dnVWdkZEU1N3RDUvdTJBcEkzeE1CSTkwRmJIN0dMejR2Wm5lbldjVU9Ocm1KWHo4NFk4TWN4N0VVVGpWcTNwR3hteC9wZTRWWStZOW1qc0luWDN0QUYzT1hLcXJwR2daL3p5cWlmbW5QQ1c2bVpRMWdwMGdsR0daR2loaEVyYThHSll0K2hGejk4VVMycm5CV2F6d3JJWTFkVllNenR0Q2J5YnBacWI0YWdJSXJXZElIQjBBM3RDVlpoaFpMKzUyRVdBSFdCdEs1WjdCbVE3cWJFN0YvZGVKMDlOazlQU2NXZWpDdHIzYjNZeGR3PT01&offer_ss=tc&pc=4&pos=5&sc=0&tc=16&tr=prezzo,unknown
